link,street,city,state,zip,square_feet,price,bedrooms,bathroom,type,,,,,,,,,,
https://www.trulia.com/foreclosure/3109125859-275-Old-Bergen-Rd-Jersey-City-NJ-07305,275 Old Bergen Rd,Jersey City,NJ,7305,n/a,Single Family Residential,Parking Spaces: 1,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3115246382-14-Laidlaw-Ave-Jersey-City-NJ-07306,14 Laidlaw Ave,Jersey City,NJ,7306,n/a,Single Family Residential,Stories: 2 story with basement,Construction: Frame,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3115251148-310-Virginia-Ave-Jersey-City-NJ-07304,310 Virginia Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Parking: Underground/Basement,1 Unit,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3116563358-140-Winfield-Ave-Jersey-City-NJ-07305,140 Winfield Ave,Jersey City,NJ,7305,n/a,Single Family Residential,1 Unit,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3120464140-188-Pearsall-Ave-Jersey-City-NJ-07305,188 Pearsall Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Parking Spaces: 1,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3124405802-126-Winfield-Ave-Jersey-City-NJ-07305,126 Winfield Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3128127569-35-Fairview-Ave-Jersey-City-NJ-07304,35 Fairview Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Stories: 2 story,2 Units,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3129368285-148-Myrtle-Ave-Jersey-City-NJ-07305,148 Myrtle Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3129371319-169-Clinton-Ave-Jersey-City-NJ-07304,169 Clinton Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Parking: Garage,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3131928128-43-Williams-Ave-Jersey-City-NJ-07304,43 Williams Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3133263577-192-Bowers-St-Jersey-City-NJ-07307,192 Bowers St,Jersey City,NJ,7307,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3135171579-102-Atlantic-St-Jersey-City-NJ-07304,102 Atlantic St,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3135183509-300-Chapel-Ave-Jersey-City-NJ-07305,300 Chapel Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Stories: 2 story,Parking Spaces: 2,Style: Colonial,,,,,,,,,,
https://www.trulia.com/foreclosure/3136281421-21-Gardner-Ave-Jersey-City-NJ-07304,21 Gardner Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Stories: 2 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3136809353-356-Woodlawn-Ave-Jersey-City-NJ-07305,356 Woodlawn Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Stories: 2 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3137730710-74-Lembeck-Ave-Jersey-City-NJ-07305,74 Lembeck Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Exterior Walls: Brick,Style: Cape Cod,,,,,,,,,,,
https://www.trulia.com/foreclosure/3139763393-312-Armstrong-Ave-Jersey-City-NJ-07305,312 Armstrong Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3139766027-42-Arlington-Ave-Jersey-City-NJ-07305,42 Arlington Ave,Jersey City,NJ,7305,n/a,Single Family Residential,1 Unit,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3140944755-82-Fulton-Ave-Jersey-City-NJ-07305,82 Fulton Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3144294121-169-Claremont-Ave-Jersey-City-NJ-07305,169 Claremont Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Stories: 3 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3145723483-82-Clerk-St-Jersey-City-NJ-07305,82 Clerk St,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3146903139-266-7th-St-Jersey-City-NJ-07302,266 7th St,Jersey City,NJ,7302,n/a,Single Family Residential,Heating,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3147115028-101-Woodlawn-Ave-Jersey-City-NJ-07305,101 Woodlawn Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3148275875-266-Linden-Ave-Jersey-City-NJ-07305,266 Linden Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Parking: Underground/Basement,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3148280029-268-7th-St-Jersey-City-NJ-07302,268 7th St,Jersey City,NJ,7302,n/a,Single Family Residential,Parking: Underground/Basement,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3152152853-591-Garfield-Ave-Jersey-City-NJ-07305,591 Garfield Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Exterior Walls: Brick,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3152153789-198-McAdoo-Ave-Jersey-City-NJ-07305,198 McAdoo Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3152155254-277-Pine-St-Jersey-City-NJ-07304,277 Pine St,Jersey City,NJ,7304,n/a,Single Family Residential,Stories: 2 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3155084088-25-Van-Reypen-St-Jersey-City-NJ-07306,25 Van Reypen St,Jersey City,NJ,7306,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3155093224-222-Dwight-St-Jersey-City-NJ-07305,222 Dwight St,Jersey City,NJ,7305,n/a,Single Family Residential,1 Unit,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3156607352-164-Columbia-Ave-Jersey-City-NJ-07307,164 Columbia Ave,Jersey City,NJ,7307,n/a,Single Family Residential,Stories: 2 story with basement,1 Unit,Style: Cape Cod,,,,,,,,,,
https://www.trulia.com/foreclosure/3157372965-85-Sycamore-Rd-Jersey-City-NJ-07305,85 Sycamore Rd,Jersey City,NJ,7305,n/a,Single Family Residential,Parking: Garage,2 Units,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3157387249-126-Atlantic-St-Jersey-City-NJ-07304,126 Atlantic St,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3157400140-295-Claremont-Ave-Jersey-City-NJ-07305,295 Claremont Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3158350080-154-South-St-Jersey-City-NJ-07307,154 South St,Jersey City,NJ,7307,n/a,Single Family Residential,Parking: Underground/Basement,1 Unit,Subdivision: CENTRE HILL,,,,,,,,,,
https://www.trulia.com/foreclosure/3159363582-281-Neptune-Ave-Jersey-City-NJ-07305,281 Neptune Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3160563924-321-7th-St-Jersey-City-NJ-07302,321 7th St,Jersey City,NJ,7302,n/a,Single Family Residential,Heating,Construction: Frame,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3162448359-475-Manila-Ave-Jersey-City-NJ-07302,475 Manila Ave,Jersey City,NJ,7302,n/a,Single Family Residential,Heating,2 Units,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3164408016-28-Terhune-Ave-Jersey-City-NJ-07305,28 Terhune Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3164495734-518-Garfield-Ave-Jersey-City-NJ-07305,518 Garfield Ave,Jersey City,NJ,7305,n/a,Single Family Residential,1 Unit,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3164497689-379-Ogden-Ave-Jersey-City-NJ-07307,379 Ogden Ave,Jersey City,NJ,7307,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3165346164-267-Liberty-Ave-Jersey-City-NJ-07307,267 Liberty Ave,Jersey City,NJ,7307,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3165466188-151-Stevens-Ave-Jersey-City-NJ-07305,151 Stevens Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3169515184-97-Wilkinson-Ave-Jersey-City-NJ-07305,97 Wilkinson Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3169517144-225-Lembeck-Ave-Jersey-City-NJ-07305,225 Lembeck Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Built In 1885,1 Unit,Style: Cape Cod,,,,,,,,,,
https://www.trulia.com/foreclosure/3169517624-691-Communipaw-Ave-Jersey-City-NJ-07304,691 Communipaw Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3169780194-116-Randolph-Ave-Jersey-City-NJ-07305,116 Randolph Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3169986684-191-Winfield-Ave-Jersey-City-NJ-07305,191 Winfield Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Parking: Underground/Basement,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3169987999-116-Grace-St-Jersey-City-NJ-07307,116 Grace St,Jersey City,NJ,7307,n/a,Single Family Residential,Heating,Construction: Frame,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3169989885-164-Virginia-Ave-Jersey-City-NJ-07304,164 Virginia Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Stories: 3 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3169996573-613-Garfield-Ave-Jersey-City-NJ-07305,613 Garfield Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3171117560-939-Pavonia-Ave-Jersey-City-NJ-07306,939 Pavonia Ave,Jersey City,NJ,7306,n/a,Single Family Residential,Parking: Garage,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3171118990-117-Bidwell-Ave-Jersey-City-NJ-07305,117 Bidwell Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3171720676-812-Ocean-Ave-Jersey-City-NJ-07304,812 Ocean Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3172121622-48-Danforth-Ave-Jersey-City-NJ-07305,48 Danforth Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Built In 1910,1 Unit,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3173867771-98-Jewett-Ave-Jersey-City-NJ-07304,98 Jewett Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3173871849-310-Ege-Ave-Jersey-City-NJ-07304,310 Ege Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3173878582-36-Stevens-Ave-Jersey-City-NJ-07305,36 Stevens Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3174035503-56-Western-Ave-Jersey-City-NJ-07307,56 Western Ave,Jersey City,NJ,7307,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3174211303-142-Myrtle-Ave-Jersey-City-NJ-07305,142 Myrtle Ave,Jersey City,NJ,7305,n/a,Single Family Residential,2 Units,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3174408828-217-4th-St-Jersey-City-NJ-07302,217 4th St,Jersey City,NJ,7302,n/a,Single Family Residential,Exterior Walls: Brick,Basement: Basement (not specified),,,,,,,,,,,
https://www.trulia.com/foreclosure/3174981649-127-Bostwick-Ave-Jersey-City-NJ-07305,127 Bostwick Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3174986370-206-Grant-Ave-Jersey-City-NJ-07305,206 Grant Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3175247547-39-Pearsall-Ave-Jersey-City-NJ-07305,39 Pearsall Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Construction: Frame,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3185372900-20-Union-St-Jersey-City-NJ-07304,20 Union St,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3185376533-205-Jewett-Ave-Jersey-City-NJ-07304,205 Jewett Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3185652059-331-Pavonia-Ave-Jersey-City-NJ-07302,331 Pavonia Ave,Jersey City,NJ,7302,n/a,Single Family Residential,Built In 1880,1 Unit,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3186887079-104-Bergen-Ave-Jersey-City-NJ-07305,104 Bergen Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3187819571-756-Garfield-Ave-Jersey-City-NJ-07305,756 Garfield Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Parking: Underground/Basement,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3187849020-257-Armstrong-Ave-Jersey-City-NJ-07305,257 Armstrong Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Stories: 2 story,1 Unit,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3187849348-75-Oak-St-Jersey-City-NJ-07304,75 Oak St,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3188860200-32-Monticello-Ave-Jersey-City-NJ-07304,32 Monticello Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Stories: 3 story with basement,1 Unit,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3188860904-48-Williams-Ave-Jersey-City-NJ-07304,48 Williams Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3189623940-235-Lembeck-Ave-Jersey-City-NJ-07305,235 Lembeck Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3193749262-34-Romaine-Ave-Jersey-City-NJ-07306,34 Romaine Ave,Jersey City,NJ,7306,n/a,Single Family Residential,Stories: 2 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3196052896-205-Hancock-Ave-Jersey-City-NJ-07307,205 Hancock Ave,Jersey City,NJ,7307,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3202500829-215-Lincoln-St-Jersey-City-NJ-07307,215 Lincoln St,Jersey City,NJ,7307,n/a,Single Family Residential,2 Units,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3203208158-69-Corbin-Ave-Jersey-City-NJ-07306,69 Corbin Ave,Jersey City,NJ,7306,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3204425121-124-Linden-Ave-Jersey-City-NJ-07305,124 Linden Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/property/3204426713-427-Wayne-St-Jersey-City-NJ-07302,427 Wayne St,Jersey City,NJ,7302,n/a,"668,575",Single-Family Home,,,,,,,,,,,,
https://www.trulia.com/foreclosure/3205656123-217-Whiton-St-Jersey-City-NJ-07304,217 Whiton St,Jersey City,NJ,7304,n/a,Single Family Residential,Stories: 2 story,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/1040625327-113-Lincoln-St-Jersey-City-NJ-07307,113 Lincoln St,Jersey City,NJ,7307,n/a,Single Family Residential,Stories: 2 story,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/1043277572-99-Brown-Pl-Jersey-City-NJ-07305,99 Brown Pl,Jersey City,NJ,7305,n/a,Single Family Residential,Stories: 3 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/1043333329-258-Hutton-St-Jersey-City-NJ-07307,258 Hutton St,Jersey City,NJ,7307,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/1051644390-73-Brinkerhoff-St-Jersey-City-NJ-07304,73 Brinkerhoff St,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/1052764205-22-Skillman-Ave-Jersey-City-NJ-07306,22 Skillman Ave,Jersey City,NJ,7306,n/a,Single Family Residential,1 Unit,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/1054030026-193-Arlington-Ave-Jersey-City-NJ-07305,193 Arlington Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/1069468637-235-Stevens-Ave-Jersey-City-NJ-07305,235 Stevens Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Built In 1895,1 Unit,Subdivision: ESTATE OF RICHARD VAN RIPER,,,,,,,,,,
https://www.trulia.com/foreclosure/1079151991-98-Virginia-Ave-Jersey-City-NJ-07304,98 Virginia Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3007820206-195-Linden-Ave-Jersey-City-NJ-07305,195 Linden Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Stories: 2 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3029826918-17-Crawford-St-Jersey-City-NJ-07306,17 Crawford St,Jersey City,NJ,7306,n/a,Single Family Residential,Construction: Frame,,,,,,,,,,,,
https://www.trulia.com/foreclosure/3115586008-287-Communipaw-Ave-Jersey-City-NJ-07304,287 Communipaw Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Parking Spaces: 9,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3125539854-30-Trenton-St-Jersey-City-NJ-07306,30 Trenton St,Jersey City,NJ,7306,n/a,Single Family Residential,Stories: 3 story,2 Units,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3142163449-181-Duncan-Ave-Jersey-City-NJ-07306,181 Duncan Ave,Jersey City,NJ,7306,n/a,Single Family Residential,Stories: 3 story,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3155092120-78-Baldwin-Ave-Jersey-City-NJ-07306,78 Baldwin Ave,Jersey City,NJ,7306,n/a,Single Family Residential,Stories: 3 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3158645076-35-Van-Wagenen-Ave-Jersey-City-NJ-07306,35 Van Wagenen Ave,Jersey City,NJ,7306,n/a,Single Family Residential,Heating,Exterior Walls: Brick,Style: Colonial,,,,,,,,,,
https://www.trulia.com/foreclosure/3172371569-246-South-St-Jersey-City-NJ-07307,246 South St,Jersey City,NJ,7307,n/a,Single Family Residential,Stories: 2 story with basement,Exterior Walls: Brick,Basement: Basement (not specified),,,,,,,,,,
https://www.trulia.com/foreclosure/3173770315-461-Ogden-Ave-Jersey-City-NJ-07307,461 Ogden Ave,Jersey City,NJ,7307,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3205780743-208-Grant-Ave-Jersey-City-NJ-07305,208 Grant Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3207912193-145-New-York-Ave-Jersey-City-NJ-07307,145 New York Ave,Jersey City,NJ,7307,n/a,Single Family Residential,Built In 1890,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3209706120-43-Coles-St-Jersey-City-NJ-07302,43 Coles St,Jersey City,NJ,7302,n/a,Single Family Residential,Heating,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3211071650-11-Jefferson-Ave-Jersey-City-NJ-07306,11 Jefferson Ave,Jersey City,NJ,7306,n/a,Single Family Residential,Heating,Construction: Brick,,,,,,,,,,,
https://www.trulia.com/foreclosure/3214654704-40-Stevens-Ave-Jersey-City-NJ-07305,40 Stevens Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Exterior Walls: Brick,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3222725080-15-Carlton-Ave-Jersey-City-NJ-07307,15 Carlton Ave,Jersey City,NJ,7307,n/a,Single Family Residential,1 Unit,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3227068061-204-Freeman-Ave-Jersey-City-NJ-07306,204 Freeman Ave,Jersey City,NJ,7306,n/a,Single Family Residential,Stories: 2 story,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3241407844-165-Cator-Ave-Jersey-City-NJ-07305,165 Cator Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Stories: 2 story,Exterior Walls: Brick,Style: Colonial,,,,,,,,,,
https://www.trulia.com/foreclosure/3241408196-179-Virginia-Ave-Jersey-City-NJ-07304,179 Virginia Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3243001177-933-W-Side-Ave-Jersey-City-NJ-07306,933 W Side Ave,Jersey City,NJ,7306,n/a,Single Family Residential,4 Units,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3259296204-35-Dwight-St-Jersey-City-NJ-07305,35 Dwight St,Jersey City,NJ,7305,n/a,Single Family Residential,Stories: 2 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/1083986533-14-Reed-St-Jersey-City-NJ-07304,14 Reed St,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Construction: Frame,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3023514415-130-Manhattan-Ave-Jersey-City-NJ-07307,130 Manhattan Ave,Jersey City,NJ,7307,n/a,Single Family Residential,Stories: 2 story with basement,2 Units,Style: Cape Cod,,,,,,,,,,
https://www.trulia.com/foreclosure/3096781047-76-Sterling-Ave-Jersey-City-NJ-07305,76 Sterling Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Parking: Garage,1 Unit,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3097177719-68-Danforth-Ave-Jersey-City-NJ-07305,68 Danforth Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3158646255-105-Wegman-Pkwy-Jersey-City-NJ-07305,105 Wegman Pkwy,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3205656091-302-Woodlawn-Ave-Jersey-City-NJ-07305,302 Woodlawn Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Stories: 2 story,Exterior Walls: Brick,Style: Colonial,,,,,,,,,,
https://www.trulia.com/foreclosure/3207912388-24-Marion-Pl-Jersey-City-NJ-07306,24 Marion Pl,Jersey City,NJ,7306,n/a,Single Family Residential,Stories: 2 story,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3241505457-196-Princeton-Ave-Jersey-City-NJ-07305,196 Princeton Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3246473494-64-Bowers-St-Jersey-City-NJ-07307,64 Bowers St,Jersey City,NJ,7307,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/1049960897-177-Stegman-St-Jersey-City-NJ-07305,177 Stegman St,Jersey City,NJ,7305,n/a,Single Family Residential,Stories: 2 story,1 Unit,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/1072703920-256-Duncan-Ave-Jersey-City-NJ-07306,256 Duncan Ave,Jersey City,NJ,7306,n/a,Single Family Residential,1 Unit,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3169987188-294-Ege-Ave-Jersey-City-NJ-07304,294 Ege Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Stories: 2 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/1040663550-357-Ege-Ave-Jersey-City-NJ-07304,357 Ege Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,2 Units,,,,,,,,,,,
https://www.trulia.com/foreclosure/3129370528-78-Van-Nostrand-Ave-Jersey-City-NJ-07305,78 Van Nostrand Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,County: Hudson,,,,,,,,,,,
https://www.trulia.com/foreclosure/3142905235-187-Hutton-St-Jersey-City-NJ-07307,187 Hutton St,Jersey City,NJ,7307,n/a,Single Family Residential,Heating,Construction: Frame,County: Hudson,,,,,,,,,,
https://www.trulia.com/foreclosure/3165703359-333-Ege-Ave-Jersey-City-NJ-07304,333 Ege Ave,Jersey City,NJ,7304,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3186873778-21-Greenville-Ave-Jersey-City-NJ-07305,21 Greenville Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3207914130-104-Hopkins-Ave-Jersey-City-NJ-07306,104 Hopkins Ave,Jersey City,NJ,7306,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3207921153-230-Bergen-Ave-Jersey-City-NJ-07305,230 Bergen Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,Style: Colonial,,,,,,,,,,,
https://www.trulia.com/foreclosure/3207951685-13-Pollock-Ave-Jersey-City-NJ-07305,13 Pollock Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Stories: 2 story,Construction: Frame,,,,,,,,,,,
https://www.trulia.com/foreclosure/3208415435-119-Fowler-Ave-Jersey-City-NJ-07305,119 Fowler Ave,Jersey City,NJ,7305,n/a,Single Family Residential,Heating,1 Unit,County: Hudson,,,,,,,,,,
