link,street,city,state,zip,year,price
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3235798332-209-Grant-Ave-Jersey-City-NJ-07305,209 Grant Ave,Jersey City,NJ,7305,1916.0,216755.0
https://www.trulia.com/property/1044691183-86-Stegman-St-Jersey-City-NJ-07305,86 Stegman St,Jersey City,NJ,7305,1939.0,239000.0
https://www.trulia.com/property/3243248682-149-Essex-St-6M-Jersey-City-NJ-07302,149 Essex St #6M,Jersey City,NJ,7302,2005.0,985000.0
https://www.trulia.com/property/3256737189-340-Fairmount-Ave-402-Jersey-City-NJ-07306,340 Fairmount Ave #402,Jersey City,NJ,7306,1932.0,228031.0
https://www.trulia.com/property/3239402383--Atlas-Ct-Jersey-City-NJ-07305,Atlas Ct,Jersey City,NJ,7305,2004.0,544500.0
https://www.trulia.com/property/3255573506-336-Princeton-Ave-Jersey-City-NJ-07305,336 Princeton Ave,Jersey City,NJ,7305,1963.0,295373.0
https://www.trulia.com/property/3256732813-36-Hancock-Ave-1-Jersey-City-NJ-07307,36 Hancock Ave #1,Jersey City,NJ,7307,2016.0,684999.0
https://www.trulia.com/property/3254914539-5-Fir-St-Jersey-City-NJ-07305,5 Fir St,Jersey City,NJ,7305,1993.0,499999.0
https://www.trulia.com/property/3235450827-6-Seidler-St-Jersey-City-NJ-07304,6 Seidler St,Jersey City,NJ,7304,1900.0,450000.0
https://www.trulia.com/property/3210312576-265-Fulton-Ave-Jersey-City-NJ-07305,265 Fulton Ave,Jersey City,NJ,7305,1923.0,250231.0
https://www.trulia.com/property/3160565441-193-Union-St-Jersey-City-NJ-07304,193 Union St,Jersey City,NJ,7304,1977.0,250998.0
https://www.trulia.com/property/3091973393-87-Waverly-St-Jersey-City-NJ-07306,87 Waverly St,Jersey City,NJ,7306,1964.0,478330.0
https://www.trulia.com/property/3231764879-33-Griffith-St-1-Jersey-City-NJ-07307,33 Griffith St #1,Jersey City,NJ,7307,2017.0,875000.0
https://www.trulia.com/property/3210085758-4-Sherman-Ave-Jersey-City-NJ-07307,4 Sherman Ave,Jersey City,NJ,7307,2005.0,444607.0
https://www.trulia.com/property/3263065558-89-Terrace-Ave-Jersey-City-NJ-07307,89 Terrace Ave,Jersey City,NJ,7307,1890.0,519000.0
https://www.trulia.com/property/3262574445-384-Johnston-Ave-384A-Jersey-City-NJ-07304,384 Johnston Ave #384A,Jersey City,NJ,7304,1993.0,377086.0
https://www.trulia.com/property/1051644503-28-Lembeck-Ave-Jersey-City-NJ-07305,28 Lembeck Ave,Jersey City,NJ,7305,1900.0,262500.0
https://www.trulia.com/property/3117303889-1011-Summit-Ave-Jersey-City-NJ-07307,1011 Summit Ave,Jersey City,NJ,7307,1878.0,400821.0
https://www.trulia.com/property/3064705491-90-Neptune-Ave-Jersey-City-NJ-07305,90 Neptune Ave,Jersey City,NJ,7305,1979.0,341316.0
https://www.trulia.com/property/3259104653-195-Boyd-Ave-Jersey-City-NJ-07304,195 Boyd Ave,Jersey City,NJ,7304,1960.0,465000.0
https://www.trulia.com/property/3169410576-319-Van-Nostrand-Ave-Jersey-City-NJ-07305,319 Van Nostrand Ave,Jersey City,NJ,7305,1901.0,246964.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
https://www.trulia.com/property/3016851144-4-Beacon-Way-403-Jersey-City-NJ-07304,4 Beacon Way #403,Jersey City,NJ,7304,1988.0,337670.0
https://www.trulia.com/property/3258097463-96-A-Suburbia-Dr-Jersey-City-NJ-07305,96 A Suburbia Dr,Jersey City,NJ,7305,1970.0,177851.0
https://www.trulia.com/property/3256678215-238-Van-Nostrand-Ave-Jersey-City-NJ-07305,238 Van Nostrand Ave,Jersey City,NJ,7305,1993.0,322861.0
