223 Ogden Ave,07307,Jersey City,NJ,40.741753,-74.045,SingleFamily,2015,283145.0,1880,2500,1656,1.0,3,03/30/1978,N/A,275707,neighborhood,The Heights
187 Wayne St APT 401C,07302,Jersey City,NJ,40.721088,-74.050918,Condominium,N/A,N/A,N/A,N/A,815,1.0,1,03/20/2015,N/A,273483,neighborhood,Downtown
270 Harrison Ave APT 306,07304,Jersey City,NJ,40.721434,-74.079521,Condominium,2015,87276.0,N/A,N/A,655,1.0,1,02/04/2006,N/A,276653,neighborhood,West Side
149 Essex St APT 3N,07302,Jersey City,NJ,40.713279,-74.041191,Condominium,N/A,N/A,2010,N/A,704,2.0,1,11/06/2014,N/A,273483,neighborhood,Downtown
120 Lincoln St,07307,Jersey City,NJ,40.748959,-74.054165,Condominium,N/A,N/A,2008,3049,1200,2.0,3,01/24/2014,N/A,275707,neighborhood,The Heights
75 Fairview Ave APT 34,07304,Jersey City,NJ,40.723088,-74.071619,Condominium,2015,235176.0,N/A,10724,941,1.0,2,06/27/2005,N/A,274464,neighborhood,McGinley Square
38 Holly St,07305,Jersey City,NJ,40.706702,-74.103606,SingleFamily,2015,286809.0,N/A,N/A,1367,2.0,3,01/30/1991,N/A,273910,neighborhood,Hackensack Riverfront
72 Jefferson Ave APT 2F,07306,Jersey City,NJ,40.737534,-74.052131,Condominium,N/A,N/A,N/A,N/A,600,1.0,2,N/A,N/A,275707,neighborhood,The Heights
225 Saint Pauls Ave APT 3G,07306,Jersey City,NJ,40.737316,-74.061211,Condominium,2015,260160.0,N/A,N/A,976,1.0,1,07/02/2007,N/A,274157,neighborhood,Journal Square
