link,street,city,state,zip,year,price
https://www.trulia.com/property/3261986238-109-Shearwater-Ct-E-44-Jersey-City-NJ-07305,109 Shearwater Ct E #44,Jersey City,NJ,7305,n/a,"375,000"
https://www.trulia.com/property/3259837928-205-10th-St-3A-Jersey-City-NJ-07302,205 10th St #3A,Jersey City,NJ,7302,n/a,"800,000"
https://www.trulia.com/property/3260671744-207-Shearwater-Ct-W-54-Jersey-City-NJ-07305,207 Shearwater Ct W #54,Jersey City,NJ,7305,n/a,"419,000"
https://www.trulia.com/property/3260528791-608-Bramhall-Ave-1B-Jersey-City-NJ-07304,608 Bramhall Ave #1B,Jersey City,NJ,7304,n/a,"169,900"
https://www.trulia.com/property/3262171027-149-Grant-Ave-3C-Jersey-City-NJ-07305,149 Grant Ave #3C,Jersey City,NJ,7305,n/a,"125,000"
https://www.trulia.com/property/3208414165-44-Beacon-Ave-1F-Jersey-City-NJ-07306,44 Beacon Ave #1F,Jersey City,NJ,7306,n/a,"274,000"
https://www.trulia.com/property/1070437698-295-Virginia-Ave-Jersey-City-NJ-07304,295 Virginia Ave,Jersey City,NJ,7304,n/a,"310,000"
https://www.trulia.com/property/3012072569-126-Dudley-St-220-Jersey-City-NJ-07302,126 Dudley St #220,Jersey City,NJ,7302,2006,"999,000"
https://www.trulia.com/property/3061973509-26-Sherman-Ave-Jersey-City-NJ-07307,26 Sherman Ave,Jersey City,NJ,7307,n/a,"345,000"
https://www.trulia.com/property/3259911159-4-Beacon-Way-300-Jersey-City-NJ-07304,4 Beacon Way #300,Jersey City,NJ,7304,n/a,"199,000"
https://www.trulia.com/property/3260716521-44-Beacon-Ave-Jersey-City-NJ-07306,44 Beacon Ave,Jersey City,NJ,7306,n/a,"285,000"
https://www.trulia.com/property/3260619625-323-Van-Nostrand-Ave-Jersey-City-NJ-07305,323 Van Nostrand Ave,Jersey City,NJ,7305,n/a,"399,999"
https://www.trulia.com/property/3259956617-153-Chestnut-Ave-Jersey-City-NJ-07306,153 Chestnut Ave,Jersey City,NJ,7306,n/a,"579,000"
https://www.trulia.com/property/3262537419-476-Monmouth-St-402-Jersey-City-NJ-07302,476 Monmouth St #402,Jersey City,NJ,7302,n/a,"699,000"
https://www.trulia.com/property/3002247097-1-Greene-St-M8-Jersey-City-NJ-07302,1 Greene St #M8,Jersey City,NJ,7302,n/a,"798,000"
https://www.trulia.com/property/3262500440-238-Ogden-Ave-6-Jersey-City-NJ-07307,238 Ogden Ave #6,Jersey City,NJ,7307,n/a,"400,000"
https://www.trulia.com/property/3259757182-612-Jersey-Ave-2-Jersey-City-NJ-07302,612 Jersey Ave #2,Jersey City,NJ,7302,n/a,"450,000"
https://www.trulia.com/property/3259837119-110-Booraem-Ave-3-Jersey-City-NJ-07307,110 Booraem Ave #3,Jersey City,NJ,7307,n/a,"399,000"
https://www.trulia.com/property/3261665859-100-Prospect-St-205-Jersey-City-NJ-07307,100 Prospect St #205,Jersey City,NJ,7307,n/a,"149,000"
https://www.trulia.com/property/3259764355-88-Morgan-St-3805-Jersey-City-NJ-07302,88 Morgan St #3805,Jersey City,NJ,7302,n/a,"1,268,888"
https://www.trulia.com/property/3238329767-62-Carlton-Ave-1-Jersey-City-NJ-07306,62 Carlton Ave #1,Jersey City,NJ,7306,n/a,"629,000"
https://www.trulia.com/property/3139527753-349-Pavonia-Ave-1-Jersey-City-NJ-07302,349 Pavonia Ave #1,Jersey City,NJ,7302,n/a,"599,000"
https://www.trulia.com/property/3262198196-184-5-Stegman-St-Jersey-City-NJ-07305,184 5 Stegman St,Jersey City,NJ,7305,n/a,"205,000"
https://www.trulia.com/property/3239274485-429-Fairmount-Ave-110-Jersey-City-NJ-07306,429 Fairmount Ave #110,Jersey City,NJ,7306,n/a,"149,000"
https://www.trulia.com/property/1077349459-220-Fulton-Ave-Jersey-City-NJ-07305,220 Fulton Ave,Jersey City,NJ,7305,2003,"260,000"
https://www.trulia.com/property/3262488607-300-Communipaw-Ave-201-Jersey-City-NJ-07304,300 Communipaw Ave #201,Jersey City,NJ,7304,n/a,"499,000"
https://www.trulia.com/property/3245272396-112-Grant-Ave-Jersey-City-NJ-07305,112 Grant Ave,Jersey City,NJ,7305,n/a,"280,000"
https://www.trulia.com/property/3212488327-69-Atlantic-St-Jersey-City-NJ-07304,69 Atlantic St,Jersey City,NJ,7304,n/a,"299,000"
https://www.trulia.com/property/3261329415-81-83-Grand-St-8-Jersey-City-NJ-07302,81-83 Grand St #8,Jersey City,NJ,7302,n/a,"699,000"
https://www.trulia.com/property/3187661757-4-Beacon-Way-408-Jersey-City-NJ-07304,4 Beacon Way #408,Jersey City,NJ,7304,n/a,"429,000"
https://www.trulia.com/property/3261906376-153-Lincoln-St-1R-Jersey-City-NJ-07307,153 Lincoln St #1R,Jersey City,NJ,7307,n/a,"325,000"
https://www.trulia.com/property/3259960023-276-Griffith-St-2-Jersey-City-NJ-07307,276 Griffith St #2,Jersey City,NJ,7307,n/a,"475,000"
https://www.trulia.com/property/1091740669-74-Palisade-Ave-8-Jersey-City-NJ-07306,74 Palisade Ave #8,Jersey City,NJ,7306,n/a,"265,000"
https://www.trulia.com/property/3262149243-120-Sherman-Ave-3D-Jersey-City-NJ-07307,120 Sherman Ave #3D,Jersey City,NJ,7307,n/a,"346,500"
https://www.trulia.com/property/3262164886-78-Lake-St-Jersey-City-NJ-07306,78 Lake St,Jersey City,NJ,7306,n/a,"1,500"
https://www.trulia.com/property/3132965619-122-Liberty-View-Dr-F-Jersey-City-NJ-07302,122 Liberty View Dr #F,Jersey City,NJ,7302,2000,"1,500,000"
https://www.trulia.com/property/3207309784-348-Palisade-Ave-202-Jersey-City-NJ-07307,348 Palisade Ave #202,Jersey City,NJ,7307,n/a,"198,000"
https://www.trulia.com/property/3260798248-305-Whiton-St-201-Jersey-City-NJ-07304,305 Whiton St #201,Jersey City,NJ,7304,n/a,"299,000"
https://www.trulia.com/property/3261724599-76-Astor-Pl-Jersey-City-NJ-07304,76 Astor Pl,Jersey City,NJ,7304,n/a,"329,000"
https://www.trulia.com/property/3260632314-16-Butternut-St-52E-Jersey-City-NJ-07305,16 Butternut St #52E,Jersey City,NJ,7305,n/a,"315,000"
https://www.trulia.com/property/1053685948-205-Thorne-St-Jersey-City-NJ-07307,205 Thorne St,Jersey City,NJ,7307,n/a,"379,000"
https://www.trulia.com/property/3231763541-33-Griffith-St-2-Jersey-City-NJ-07307,33 Griffith St #2,Jersey City,NJ,7307,n/a,"875,000"
https://www.trulia.com/property/3262356286-443-2nd-St-417-Jersey-City-NJ-07302,443 2nd St #417,Jersey City,NJ,7302,n/a,"775,000"
https://www.trulia.com/property/3156156556-299-Pavonia-Ave-3-1-Jersey-City-NJ-07302,299 Pavonia Ave #3-1,Jersey City,NJ,7302,n/a,"2,495,000"
https://www.trulia.com/property/3262560265-16-Delaware-Ave-Jersey-City-NJ-07304,16 Delaware Ave,Jersey City,NJ,7304,n/a,"479,000"
https://www.trulia.com/property/3261989469-76-Baldwin-Ave-Jersey-City-NJ-07306,76 Baldwin Ave,Jersey City,NJ,7306,n/a,"379,000"
https://www.trulia.com/property/3260482858-122-Liberty-View-Dr-F-310-Jersey-City-NJ-07302,122 Liberty View Dr #F 310,Jersey City,NJ,7302,n/a,"1,500,000"
https://www.trulia.com/property/3261017450-204-6th-St-3R-Jersey-City-NJ-07302,204 6th St #3R,Jersey City,NJ,7302,n/a,"415,000"
https://www.trulia.com/property/3261164607-20-Newport-Pkwy-318-Jersey-City-NJ-07310,20 Newport Pkwy #318,Jersey City,NJ,7310,n/a,"1,250,000"
https://www.trulia.com/property/3261473228-130-Carteret-Ave-Jersey-City-NJ-07305,130 Carteret Ave,Jersey City,NJ,7305,n/a,"510,000"
https://www.trulia.com/property/3261764052-15-Warren-St-Jersey-City-NJ-07302,15 Warren St,Jersey City,NJ,7302,n/a,"1,550,000"
https://www.trulia.com/property/3262576166-84A84-Orient-Ave-Jersey-City-NJ-07305,84A84 Orient Ave,Jersey City,NJ,7305,1899,"179,043"
https://www.trulia.com/property/1090102300-8-Alder-St-6H-Jersey-City-NJ-07305,8 Alder St #6H,Jersey City,NJ,7305,n/a,"284,900"
https://www.trulia.com/property/3261741628-236-6th-St-2-Jersey-City-NJ-07302,236 6th St #2,Jersey City,NJ,7302,n/a,"879,999"
https://www.trulia.com/property/1040657637-210-Pearsall-Ave-Jersey-City-NJ-07305,210 Pearsall Ave,Jersey City,NJ,7305,n/a,"269,900"
https://www.trulia.com/property/3235800319-284-Armstrong-Ave-Jersey-City-NJ-07305,284 Armstrong Ave,Jersey City,NJ,7305,n/a,"349,900"
https://www.trulia.com/property/3262833147-129-Grace-St-Jersey-City-NJ-07307,129 Grace St,Jersey City,NJ,7307,n/a,"499,000"
https://www.trulia.com/property/3262627236-41-Orient-Ave-Jersey-City-NJ-07305,41 Orient Ave,Jersey City,NJ,7305,n/a,"299,000"
https://www.trulia.com/property/3247276387-44-Prospect-St-1-D-Jersey-City-NJ-07307,44 Prospect St #1-D,Jersey City,NJ,7307,n/a,"449,000"
https://www.trulia.com/property/3262806251-45-River-Dr-S-2906-Jersey-City-NJ-07310,45 River Dr S #2906,Jersey City,NJ,7310,n/a,"919,000"
https://www.trulia.com/property/3052356266-239-Pearsall-Ave-Jersey-City-NJ-07305,239 Pearsall Ave,Jersey City,NJ,7305,n/a,"649,000"
https://www.trulia.com/property/3016021485-103-Belmont-Ave-Jersey-City-NJ-07304,103 Belmont Ave,Jersey City,NJ,7304,n/a,"469,900"
https://www.trulia.com/property/3262977076-162-Fairview-Ave-Jersey-City-NJ-07304,162 Fairview Ave,Jersey City,NJ,7304,1910,"365,000"
https://www.trulia.com/property/3268579081-700-Grove-St-8B-Jersey-City-NJ-07310,700 Grove St #8B,Jersey City,NJ,7310,n/a,"825,000"
https://www.trulia.com/property/3262859192-40-Cottonwood-St-24P-Jersey-City-NJ-07305,40 Cottonwood St #24P,Jersey City,NJ,7305,n/a,"334,900"
https://www.trulia.com/property/3262960023-3306-John-F-Kennedy-Blvd-Jersey-City-NJ-07307,3306 John F Kennedy Blvd,Jersey City,NJ,7307,1900,"375,597"
https://www.trulia.com/property/3263017006-700-Grove-St-10V-Jersey-City-NJ-07310,700 Grove St #10V,Jersey City,NJ,7310,n/a,"475,000"
https://www.trulia.com/property/3263035134-2615-John-F-Kennedy-Blvd-306-Jersey-City-NJ-07306,2615 John F Kennedy Blvd #306,Jersey City,NJ,7306,n/a,"245,000"
