street,zip_code,city,state,county,latitude,longitude,use_code,tax_assessment_year,tax_assessment,year_built,lot_size_sqft,finished_sqft,bathroom,bedrooms,last_sold_date,last_sold_price,region_id,region_type,region_name
300 Indiana St,7083,Union,NJ,union,40.717016,-74.273341,SingleFamily,2015,169512,1924,4791,1400,2,3,1/23/17,257000,22667,neighborhood,Vauxhall
905 Floral Ave,7083,Union,NJ,union,40.674602,-74.239791,SingleFamily,2015,377869,1954,8276,NA,3,4,1/22/17,229000,20883,city,Union
86 Lincoln Blvd,7066,Clark,NJ,union,40.621,-74.293045,SingleFamily,2015,454280,1953,7405,NA,4,5,1/22/17,520000,10836,city,Clark
626 Pierce Ave,7036,Linden,NJ,union,40.642748,-74.256985,MultiFamily2To4,2015,325466,1986,5227,NA,2,6,1/19/17,297000,36718,city,Linden
1104 W Chestnut St,7083,Union,NJ,union,40.693493,-74.283831,SingleFamily,2016,273097,1957,7884,NA,NA,NA,1/19/17,252000,20883,city,Union
9 Cowperthwaite Sq,7090,Westfield,NJ,union,40.652539,-74.355118,Condominium,2015,473559,1982,NA,NA,3,2,1/19/17,604000,27896,city,Westfield
1484 Lamberts Mill Rd,7076,Scotch Plains,NJ,union,40.636029,-74.355611,SingleFamily,2015,424619,1950,20908,1659,2,3,1/19/17,497500,20391,city,Scotch Plains
1500 W Front St,7063,Plainfield,NJ,union,40.600484,-74.450135,MultiFamily2To4,2015,140420,1921,2613,NA,2,4,1/19/17,85000,33445,city,Plainfield
32 Manitou Cir,7090,Westfield,NJ,union,40.673945,-74.32485,SingleFamily,2015,776143,1964,18730,1938,3,4,1/19/17,650000,27896,city,Westfield
42 Shady Ln,7023,Fanwood,NJ,union,40.64065,-74.375618,SingleFamily,2015,319637,2016,9583,3200,4,5,1/19/17,767500,42402,city,Fanwood
750 Hemlock Rd,7083,Union,NJ,union,40.701507,-74.303356,SingleFamily,2015,270748,1953,9147,NA,2,4,1/19/17,320000,20883,city,Union
425 Bartlett St,7203,Roselle,NJ,union,40.653238,-74.276867,MultiFamily2To4,2015,292921,1972,5001,2262,2,4,1/19/17,147500,13593,city,Roselle
2432 Poplar St,7083,Union,NJ,union,40.698126,-74.291626,SingleFamily,2015,313714,1960,6534,NA,3,4,1/20/17,310000,20883,city,Union
7 Amy Dr,7090,Westfield,NJ,union,40.637785,-74.338644,SingleFamily,2016,861901,2016,13939,4000,6,5,1/18/17,1300000,27896,city,Westfield
40 Station Sq,7083,Union,NJ,union,40.6769,-74.243,Townhouse,2015,306062,2012,142441,NA,3,3,1/18/17,370000,20883,city,Union
416 Jerusalem Rd,7076,Scotch Plains,NJ,union,40.662196,-74.384373,SingleFamily,2015,370890,1940,NA,NA,3,4,1/18/17,305000,20391,city,Scotch Plains
307 Prospect Ave,7016,Cranford,NJ,union,40.661721,-74.3016,SingleFamily,2015,811607,1906,11325,NA,3,6,1/17/17,960000,31092,city,Cranford
2231 Price St,7065,Rahway,NJ,union,40.616516,-74.268687,SingleFamily,2015,187252,1930,6098,NA,1,3,1/17/17,116000,8854,city,Rahway
73 Dekalb Ave,7063,Plainfield,NJ,union,40.602851,-74.452562,SingleFamily,2015,305596,2008,6969,1200,3,4,1/17/17,350000,33445,city,Plainfield
121 Knollwood Dr,7974,New Providence,NJ,union,40.689234,-74.408374,SingleFamily,2015,655888,1965,20037,NA,3,4,1/17/17,729000,46727,city,New Providence
15 Poplar Ter,7066,Clark,NJ,union,40.634817,-74.298848,SingleFamily,2015,330415,1958,7501,1190,NA,NA,1/17/17,335000,10836,city,Clark
71 Ferndale Dr,7922,Berkeley Heights,NJ,union,40.686454,-74.431407,SingleFamily,2015,476756,1962,15681,NA,3,3,1/16/17,470000,28407,city,Berkeley Heights
28 Castle Dr,7922,Berkeley Heights,NJ,union,40.68183,-74.439366,SingleFamily,2015,387332,1996,750,1366,2.5,2,1/15/17,2700,28407,city,Berkeley Heights
221 Jefferson Ave,7090,Westfield,NJ,union,40.662151,-74.34157,SingleFamily,2015,929622,1941,10018,2378,2.5,4,1/15/17,842500,27896,city,Westfield
904 W Elm St,7036,Linden,NJ,union,40.627829,-74.263315,SingleFamily,2015,205501,1958,3920,1544,2,3,1/13/17,328000,36718,city,Linden
156 Walters St,7065,Rahway,NJ,union,40.600504,-74.287184,SingleFamily,2015,206080,1910,3920,1287,2,3,1/12/17,236500,8854,city,Rahway
1507 Hiawatha Ave,7205,Hillside,NJ,union,40.704965,-74.227744,SingleFamily,2015,149701,1929,3484,930,1,2,1/12/17,99000,55745,city,Hillside
42 Delmore Ave,7922,Berkeley Heights,NJ,union,40.694999,-74.427441,SingleFamily,2015,385379,1928,14374,NA,2,3,1/12/17,397800,28407,city,Berkeley Heights
526 Poplar St,7203,Roselle,NJ,union,40.655707,-74.255292,SingleFamily,2015,146286,1947,5227,NA,1,3,1/12/17,145000,13593,city,Roselle
985 Potter Ave,7083,Union,NJ,union,40.685862,-74.240712,SingleFamily,2015,328429,1955,5820,NA,3,3,1/12/17,320000,20883,city,Union
811 Coolidge St,7090,Westfield,NJ,union,40.658457,-74.331696,SingleFamily,2015,717296,1950,8712,NA,1.5,3,1/12/17,609000,27896,city,Westfield
35 N 18th St,7033,Kenilworth,NJ,union,40.677149,-74.294067,SingleFamily,2015,315762,1945,4791,1952,3,4,1/12/17,289000,18815,city,Kenilworth
682 Plainfield Ave,7922,Berkeley Heights,NJ,union,40.666749,-74.436418,SingleFamily,2015,391590,1951,26136,1574,2,2,1/12/17,360000,28407,city,Berkeley Heights
1914 Barnett St,7065,Rahway,NJ,union,40.605418,-74.260605,SingleFamily,2015,199344,1875,6534,1480,1,3,1/13/17,195000,8854,city,Rahway
290 Kearny Ave,7065,Rahway,NJ,union,40.618814,-74.269934,MultiFamily2To4,2015,282432,1940,4791,2562,3,6,1/12/17,339000,8854,city,Rahway
511 Jerome St,7204,Roselle Park,NJ,union,40.662666,-74.281814,SingleFamily,2015,250545,1954,6534,1008,2,2,1/11/17,163000,29512,city,Roselle Park
831 Nicholas Pl,7065,Rahway,NJ,union,40.60989,-74.292724,SingleFamily,2015,243393,1950,3920,1277,1,3,1/11/17,199000,8854,city,Rahway
2006 Hill Top Rd,7076,Scotch Plains,NJ,union,40.637556,-74.370235,SingleFamily,2015,493183,1955,13939,NA,2,3,1/11/17,555000,20391,city,Scotch Plains
1113 Lincoln St,7036,Linden,NJ,union,40.643358,-74.251585,SingleFamily,2015,185093,2016,3920,2449,3,4,1/11/17,359000,36718,city,Linden
908 Harding St,7090,Westfield,NJ,union,40.659931,-74.330897,SingleFamily,2015,654075,1948,8712,NA,3,3,1/11/17,700000,27896,city,Westfield
312 Newark Ave,7083,Union,NJ,union,40.679668,-74.263589,SingleFamily,2015,265450,1939,4791,NA,2,3,1/11/17,199900,20883,city,Union
371 Columbia Ave,7205,Hillside,NJ,union,40.69611,-74.235377,SingleFamily,2015,241154,1957,4874,7600,2,3,1/11/17,250000,55745,city,Hillside
25 Wall St,7016,Cranford,NJ,union,40.64532,-74.293443,SingleFamily,2015,326234,1924,3920,NA,3,3,1/11/17,365000,31092,city,Cranford
405 Westfield Rd,7076,Scotch Plains,NJ,union,40.656148,-74.391221,SingleFamily,2015,347233,1950,5000,1670,2,4,1/11/17,430000,20391,city,Scotch Plains
11 Normandy Pl,7203,Roselle,NJ,union,40.654524,-74.254768,SingleFamily,2016,195641,1942,5662,960,1.5,4,1/10/17,96500,13593,city,Roselle
908 W 5th St,7063,Plainfield,NJ,union,40.604424,-74.43353,SingleFamily,2015,118161,1926,NA,NA,2,2,1/10/17,63000,33445,city,Plainfield
6 Littlebrook Rd,7081,Springfield,NJ,union,40.698293,-74.352993,SingleFamily,2015,581660,1969,10367,3000,5,4,1/10/17,645000,41030,city,Springfield
149 Cornell Ave,7922,Berkeley Heights,NJ,union,40.668768,-74.444917,SingleFamily,2015,496984,1958,20037,NA,3,5,1/10/17,570000,28407,city,Berkeley Heights
614 Inwood Rd,7036,Linden,NJ,union,40.634929,-74.277761,SingleFamily,2015,303283,1954,5998,1773,2,4,1/10/17,319000,36718,city,Linden
2336 Marlboro Rd,7076,Scotch Plains,NJ,union,40.650153,-74.370914,SingleFamily,2015,440256,1940,10454,NA,3,4,1/9/17,600000,20391,city,Scotch Plains
414 3rd Ave,7036,Linden,NJ,union,40.639993,-74.258177,SingleFamily,2015,161491,1945,2613,1234,1,2,1/13/17,165000,36718,city,Linden
1365 Oakland Ave,7083,Union,NJ,union,40.703195,-74.25765,SingleFamily,2015,311359,1955,14100,2400,3,4,1/9/17,250000,20883,city,Union
18 Benjamin Dr,7081,Springfield,NJ,union,40.689198,-74.322906,SingleFamily,2015,607541,1983,10454,2948,4,4,1/9/17,640000,41030,city,Springfield
20 Norwood Rd,7081,Springfield,NJ,union,40.706474,-74.323045,SingleFamily,2016,482893,1960,10018,2290,4,4,1/10/17,470000,41030,city,Springfield
296 Cornell Ave,7065,Rahway,NJ,union,40.601754,-74.299787,SingleFamily,2015,230091,1947,6098,NA,2,3,1/9/17,178000,8854,city,Rahway
729 Walnut St,7203,Roselle,NJ,union,40.652043,-74.25836,SingleFamily,2015,177596,1938,3000,1200,3,3,1/9/17,236000,13593,city,Roselle
2 Samoset Rd,7016,Cranford,NJ,union,40.642543,-74.292629,SingleFamily,2015,337467,1941,9147,1790,1,4,1/8/17,432000,31092,city,Cranford
144 Locust Dr,7083,Union,NJ,union,40.701526,-74.307638,SingleFamily,2015,240141,1953,6534,NA,2,3,1/8/17,279000,20883,city,Union
1995 Mary Beth Ct,7076,Scotch Plains,NJ,union,40.636402,-74.367986,SingleFamily,2015,531275,1955,18730,1853,3,3,1/8/17,549000,20391,city,Scotch Plains
628 Exeter Rd,7036,Linden,NJ,union,40.633038,-74.275115,SingleFamily,2015,234783,1953,6098,NA,2,3,1/6/17,299000,36718,city,Linden
2 Winters Ct,7066,Clark,NJ,union,40.624595,-74.322799,Condominium,2015,373865,1997,89472,NA,3,3,1/6/17,470000,10836,city,Clark
2837 Allen Ave,7083,Union,NJ,union,40.712105,-74.293437,SingleFamily,2015,306063,1961,5227,2300,2,3,1/5/17,269000,20883,city,Union
1300 E Henry St,7036,Linden,NJ,union,40.646466,-74.244841,SingleFamily,2015,179947,1950,3920,NA,1,4,1/5/17,118000,36718,city,Linden
18 N 14th St,7033,Kenilworth,NJ,union,40.676184,-74.298077,SingleFamily,2016,240176,2016,4791,NA,3,4,1/5/17,532000,18815,city,Kenilworth
431 Union Ave,7076,Scotch Plains,NJ,union,40.651621,-74.394998,SingleFamily,2015,381716,1985,4791,NA,2,4,1/5/17,435000,20391,city,Scotch Plains
729 Grier Ave,7202,Elizabeth,NJ,union,40.648496,-74.220158,MultiFamily2To4,2015,253596,1902,5872,NA,4,4,1/5/17,298000,31388,city,Elizabeth
620 Union St,7036,Linden,NJ,union,40.64089,-74.254319,SingleFamily,2015,283407,2006,203860800,2699,3,5,1/5/17,324000,36718,city,Linden
2118 Leonard Ter,7083,Union,NJ,union,40.710225,-74.265931,SingleFamily,2015,223661,1947,6016,NA,2,3,1/5/17,215000,20883,city,Union
